area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Ambalipura,3.0,1607.0,2.0,2.0,112.0,6969.508400746733
Super built-up  Area,Ready To Move,Ambalipura,1.0,770.0,1.0,2.0,43.82,5690.909090909091
Super built-up  Area,Ready To Move,Ambalipura,2.0,1700.0,2.0,2.0,76.0,4470.588235294118
Super built-up  Area,Ready To Move,Ambalipura,2.0,1060.0,2.0,1.0,58.5,5518.867924528302
Built-up  Area,Ready To Move,Ambalipura,3.0,1650.0,3.0,3.0,100.0,6060.606060606061
Super built-up  Area,Ready To Move,Ambalipura,2.0,1198.0,2.0,2.0,80.0,6677.79632721202
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1935.0,4.0,2.0,130.0,6718.346253229975
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1424.0,2.0,2.0,90.0,6320.224719101124
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2225.0,4.0,2.0,169.0,7595.505617977528
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1862.0,3.0,2.0,120.0,6444.68313641246
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1850.0,4.0,3.0,139.0,7513.513513513513
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1936.0,4.0,2.0,126.0,6508.264462809917
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1862.0,3.0,2.0,119.0,6390.977443609023
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2150.0,4.0,2.0,125.0,5813.953488372093
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1856.0,3.0,1.0,120.0,6465.517241379311
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1852.0,3.0,2.0,130.0,7019.438444924406
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1850.0,4.0,2.0,120.0,6486.486486486487
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1367.0,2.0,2.0,86.0,6291.148500365764
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1409.0,2.0,2.0,95.0,6742.370475514549
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1950.0,4.0,2.0,120.0,6153.846153846154
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1921.0,4.0,3.0,129.0,6715.252472670484
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1920.0,4.0,2.0,121.0,6302.083333333333
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1935.0,4.0,2.0,125.0,6459.948320413437
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1852.0,4.0,2.0,122.0,6587.473002159827
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1852.0,3.0,2.0,125.0,6749.460043196545
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1850.0,4.0,2.0,121.0,6540.540540540541
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1425.0,2.0,1.0,94.0,6596.491228070176
Built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2395.0,4.0,2.0,150.0,6263.048016701461
Super built-up  Area,Ready To Move,Amruthahalli,2.0,900.0,2.0,1.0,40.0,4444.444444444444
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1200.0,2.0,2.0,55.0,4583.333333333333
Built-up  Area,Ready To Move,Amruthahalli,3.0,1900.0,3.0,1.0,135.0,7105.263157894737
Built-up  Area,Ready To Move,Amruthahalli,2.0,924.0,2.0,1.0,45.0,4870.12987012987
Carpet  Area,Ready To Move,Amruthahalli,2.0,900.0,2.0,1.0,60.0,6666.666666666667
Built-up  Area,Ready To Move,Amruthahalli,2.0,1100.0,2.0,1.0,45.0,4090.909090909091
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1200.0,2.0,1.0,55.0,4583.333333333333
Super built-up  Area,Ready To Move,Amruthahalli,3.0,1450.0,2.0,1.0,85.0,5862.068965517241
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1200.0,2.0,2.0,55.0,4583.333333333333
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1250.0,2.0,2.0,79.0,6320.0
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1190.0,2.0,2.0,50.0,4201.680672268908
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1202.0,2.0,1.0,65.0,5407.65391014975
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1340.0,2.0,1.0,75.0,5597.014925373134
Built-up  Area,Ready To Move,Amruthahalli,3.0,1450.0,2.0,1.0,90.0,6206.896551724138
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1025.0,2.0,1.0,42.0,4097.5609756097565
Built-up  Area,Ready To Move,Amruthahalli,1.0,485.0,1.0,1.0,19.5,4020.618556701031
Super built-up  Area,Under Construction,Anandapura,2.0,1167.0,2.0,1.0,43.76,3749.785775492716
Plot  Area,Under Construction,Anandapura,2.0,1000.0,2.0,1.0,55.0,5500.0
Super built-up  Area,Under Construction,Anandapura,2.0,1141.0,2.0,1.0,42.79,3750.219106047327
Plot  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,1.0,67.0,5583.333333333333
Plot  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,1.0,58.0,4833.333333333333
Super built-up  Area,Ready To Move,Anandapura,2.0,1151.0,2.0,1.0,43.1,3744.569939183319
Super built-up  Area,Ready To Move,Anandapura,2.0,1141.0,2.0,1.0,42.75,3746.713409290097
Plot  Area,Ready To Move,Anandapura,2.0,900.0,2.0,0.0,48.0,5333.333333333333
Plot  Area,Ready To Move,Anandapura,4.0,1749.0,4.0,0.0,90.0,5145.797598627787
Super built-up  Area,Ready To Move,Anandapura,2.0,1151.0,2.0,1.0,42.9,3727.193744569939
Built-up  Area,Ready To Move,Anandapura,2.0,1250.0,2.0,2.0,45.0,3600.0
Super built-up  Area,Under Construction,Anandapura,2.0,1151.0,2.0,1.0,43.16,3749.7827975673326
Built-up  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,0.0,58.0,4833.333333333333
Plot  Area,Ready To Move,Anandapura,3.0,1200.0,2.0,0.0,66.0,5500.0
Plot  Area,Ready To Move,Anandapura,3.0,1415.0,2.0,1.0,74.0,5229.681978798587
Super built-up  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,1.0,50.0,4166.666666666667
Super built-up  Area,Ready To Move,Anandapura,2.0,1141.0,2.0,1.0,50.0,4382.120946538124
Super built-up  Area,Under Construction,Ananth Nagar,1.0,500.0,1.0,1.0,14.0,2800.0
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1100.0,2.0,2.0,31.5,2863.6363636363635
Super built-up  Area,Under Construction,Ananth Nagar,2.0,982.0,2.0,2.0,24.55,2500.0
Super built-up  Area,Under Construction,Ananth Nagar,1.0,500.0,2.0,2.0,14.0,2800.0
Super built-up  Area,Under Construction,Ananth Nagar,2.0,900.0,2.0,2.0,22.5,2500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,908.0,2.0,1.0,26.0,2863.4361233480176
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,870.0,2.0,2.0,36.0,4137.931034482759
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,937.0,2.0,1.0,35.0,3735.325506937033
Built-up  Area,Ready To Move,Ananth Nagar,2.0,960.0,2.0,3.0,37.0,3854.1666666666665
Super built-up  Area,Under Construction,Ananth Nagar,1.0,500.0,1.0,1.0,14.0,2800.0
Super built-up  Area,Under Construction,Ananth Nagar,2.0,1000.0,2.0,1.0,29.7,2970.0
Built-up  Area,Ready To Move,Ananth Nagar,2.0,850.0,2.0,1.0,25.99,3057.6470588235293
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,902.0,2.0,1.0,25.26,2800.4434589800444
Built-up  Area,Ready To Move,Ananth Nagar,3.0,1470.0,3.0,2.0,54.0,3673.469387755102
Built-up  Area,Ready To Move,Ananth Nagar,2.0,810.0,2.0,1.0,25.5,3148.1481481481483
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,890.0,2.0,1.0,27.0,3033.7078651685392
Super built-up  Area,Under Construction,Ananth Nagar,2.0,1200.0,2.0,1.0,36.0,3000.0
Super built-up  Area,Ready To Move,Ananth Nagar,3.0,1319.0,3.0,1.0,42.0,3184.230477634572
Super built-up  Area,Under Construction,Ananth Nagar,2.0,1000.0,2.0,3.0,25.0,2500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,902.0,2.0,2.0,25.0,2771.6186252771618
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,930.0,2.0,1.0,25.99,2794.6236559139784
Super built-up  Area,Under Construction,Ananth Nagar,2.0,1074.0,2.0,2.0,26.85,2500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1010.0,2.0,2.0,38.0,3762.3762376237614
Super built-up  Area,Under Construction,Ananth Nagar,2.0,992.0,2.0,2.0,24.8,2500.0
Super built-up  Area,Ready To Move,Anekal,2.0,656.0,2.0,1.0,22.0,3353.6585365853657
Super built-up  Area,Ready To Move,Anekal,2.0,620.0,2.0,1.0,22.0,3548.3870967741937
Super built-up  Area,Ready To Move,Anekal,1.0,600.0,1.0,1.0,16.5,2750.0
Super built-up  Area,Ready To Move,Anekal,2.0,925.0,2.0,1.0,40.0,4324.324324324324
Super built-up  Area,Under Construction,Anekal,1.0,530.0,1.0,1.0,18.0,3396.22641509434
Plot  Area,Ready To Move,Anekal,3.0,1800.0,3.0,2.0,68.0,3777.777777777778
Built-up  Area,Ready To Move,Anekal,1.0,351.0,1.0,1.0,16.0,4558.404558404558
Super built-up  Area,Ready To Move,Anekal,2.0,1035.0,2.0,2.0,38.3,3700.483091787439
Super built-up  Area,Ready To Move,Anekal,2.0,888.0,2.0,1.0,34.0,3828.828828828829
Plot  Area,Ready To Move,Anekal,4.0,1200.0,2.0,1.0,36.0,3000.0
Super built-up  Area,Ready To Move,Anekal,2.0,766.0,2.0,2.0,28.0,3655.3524804177546
Built-up  Area,Ready To Move,Anekal,3.0,967.0,2.0,1.0,45.0,4653.567735263702
Built-up  Area,Ready To Move,Anekal,2.0,620.0,1.0,1.0,23.5,3790.3225806451615
Super built-up  Area,Ready To Move,Anekal,3.0,1150.0,3.0,2.0,45.0,3913.0434782608695
Built-up  Area,Ready To Move,Anekal,1.0,400.0,1.0,1.0,11.5,2875.0
Super built-up  Area,Ready To Move,Anekal,1.0,456.0,1.0,1.0,15.0,3289.4736842105262
Plot  Area,Ready To Move,Anekal,3.0,2400.0,4.0,0.0,95.0,3958.3333333333335
Built-up  Area,Ready To Move,Anekal,1.0,420.0,1.0,1.0,12.5,2976.190476190476
Super built-up  Area,Ready To Move,Anekal,2.0,614.0,1.0,1.0,28.0,4560.260586319218
Super built-up  Area,Under Construction,Anekal,2.0,1140.0,2.0,2.0,52.0,4561.403508771929
Super built-up  Area,Under Construction,Anekal,2.0,625.0,1.0,1.0,25.0,4000.0
Built-up  Area,Ready To Move,Anjanapura,4.0,1850.0,4.0,2.0,86.0,4648.648648648648
Super built-up  Area,Under Construction,Anjanapura,2.0,1070.0,2.0,2.0,39.0,3644.859813084112
Plot  Area,Under Construction,Anjanapura,3.0,1500.0,3.0,1.0,121.0,8066.666666666667
Super built-up  Area,Under Construction,Anjanapura,2.0,1070.0,2.0,2.0,37.0,3457.9439252336447
Super built-up  Area,Ready To Move,Anjanapura,2.0,950.0,2.0,1.0,40.0,4210.526315789473
Built-up  Area,Ready To Move,Anjanapura,3.0,1280.0,2.0,2.0,45.0,3515.625
Super built-up  Area,Ready To Move,Anjanapura,2.0,710.0,2.0,0.0,25.0,3521.12676056338
Built-up  Area,Ready To Move,Anjanapura,2.0,950.0,2.0,0.0,32.0,3368.4210526315787
Super built-up  Area,Ready To Move,Anjanapura,4.0,1800.0,4.0,2.0,55.0,3055.555555555556
Super built-up  Area,Ready To Move,Anjanapura,3.0,1843.0,3.0,1.0,87.54,4749.864351600651
Super built-up  Area,Under Construction,Anjanapura,2.0,1076.0,2.0,1.0,30.13,2800.185873605948
Built-up  Area,Ready To Move,Anjanapura,2.0,950.0,2.0,0.0,30.0,3157.894736842105
Super built-up  Area,Ready To Move,Ardendale,3.0,1750.0,3.0,2.0,100.0,5714.285714285715
Super built-up  Area,Ready To Move,Ardendale,4.0,2422.0,4.0,2.0,160.0,6606.110652353427
Super built-up  Area,Ready To Move,Ardendale,3.0,1750.0,3.0,3.0,100.0,5714.285714285715
Super built-up  Area,Ready To Move,Ardendale,3.0,1728.0,3.0,2.0,95.0,5497.685185185185
Super built-up  Area,Ready To Move,Ardendale,4.0,2062.0,3.0,2.0,140.0,6789.524733268671
Super built-up  Area,Ready To Move,Ardendale,3.0,1732.46,3.0,2.0,92.0,5310.367916142364
Super built-up  Area,Ready To Move,Ardendale,4.0,2062.0,3.0,2.0,150.0,7274.4907856450045
Super built-up  Area,Ready To Move,Ardendale,2.0,1224.0,2.0,2.0,70.0,5718.954248366013
Super built-up  Area,Ready To Move,Ardendale,3.0,1777.26,3.0,2.0,105.0,5907.970696465346
Super built-up  Area,Ready To Move,Ardendale,3.0,1650.0,3.0,3.0,82.0,4969.69696969697
Built-up  Area,Ready To Move,Ardendale,3.0,1650.0,3.0,3.0,82.0,4969.69696969697
Super built-up  Area,Ready To Move,Ardendale,2.0,1224.0,2.0,2.0,67.0,5473.856209150327
Super built-up  Area,Ready To Move,Ardendale,3.0,1723.0,3.0,2.0,95.0,5513.6390017411495
Super built-up  Area,Ready To Move,Ardendale,3.0,1777.26,3.0,2.0,89.0,5007.7084950991975
Super built-up  Area,Ready To Move,Ardendale,3.0,1777.26,3.0,2.0,92.0,5176.507657855351
Super built-up  Area,Ready To Move,Arekere,3.0,2060.0,3.0,2.0,140.0,6796.116504854369
Built-up  Area,Ready To Move,Arekere,2.0,920.0,2.0,1.0,40.0,4347.826086956522
Built-up  Area,Ready To Move,Arekere,3.0,1740.0,2.0,2.0,95.0,5459.770114942528
Built-up  Area,Ready To Move,Arekere,2.0,1190.0,2.0,2.0,55.0,4621.848739495798
Built-up  Area,Ready To Move,Arekere,1.0,600.0,1.0,1.0,28.0,4666.666666666667
Super built-up  Area,Under Construction,Arekere,3.0,2072.0,3.0,2.0,108.0,5212.355212355213
Super built-up  Area,Ready To Move,Arekere,2.0,1100.0,2.0,2.0,55.0,5000.0
Super built-up  Area,Ready To Move,Arekere,2.0,900.0,2.0,3.0,50.0,5555.555555555556
Super built-up  Area,Ready To Move,Arekere,2.0,1240.0,2.0,2.0,60.0,4838.709677419355
Super built-up  Area,Ready To Move,Arekere,2.0,900.0,2.0,1.0,44.5,4944.444444444444
Super built-up  Area,Ready To Move,Attibele,1.0,450.0,1.0,1.0,11.0,2444.4444444444443
Built-up  Area,Ready To Move,Attibele,4.0,1600.0,4.0,0.0,52.8,3300.0
Built-up  Area,Ready To Move,Attibele,2.0,656.0,2.0,1.0,25.0,3810.9756097560976
Built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,11.0,2750.0
Built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,12.0,3000.0
Built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,14.0,3500.0
Super built-up  Area,Ready To Move,Attibele,1.0,500.0,1.0,1.0,17.0,3400.0
Plot  Area,Ready To Move,Attibele,4.0,2168.0,4.0,2.0,95.0,4381.918819188192
Built-up  Area,Ready To Move,Attibele,1.0,395.0,1.0,1.0,10.25,2594.93670886076
Built-up  Area,Ready To Move,Attibele,1.0,420.0,1.0,1.0,17.0,4047.619047619048
Built-up  Area,Ready To Move,Attibele,1.0,418.0,1.0,1.0,12.0,2870.813397129187
Built-up  Area,Ready To Move,Attibele,2.0,1200.0,2.0,2.0,42.0,3500.0
Super built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,10.0,2500.0
Super built-up  Area,Ready To Move,Attibele,2.0,695.0,1.0,1.0,25.0,3597.122302158273
Super built-up  Area,Ready To Move,Attibele,2.0,850.0,1.0,1.0,25.0,2941.176470588235
Built-up  Area,Ready To Move,Attibele,3.0,2400.0,3.0,3.0,120.0,5000.0
Built-up  Area,Ready To Move,Attibele,1.0,450.0,1.0,1.0,12.5,2777.777777777778
Super built-up  Area,Ready To Move,Attibele,1.0,782.0,1.0,0.0,19.55,2500.0
Super built-up  Area,Ready To Move,Attibele,2.0,656.0,2.0,1.0,25.0,3810.9756097560976
Built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,11.5,2875.0
Carpet  Area,Ready To Move,Attibele,1.0,460.0,1.0,1.0,13.0,2826.086956521739
Super built-up  Area,Ready To Move,Attibele,1.0,418.0,2.0,1.0,11.5,2751.196172248804
Plot  Area,Under Construction,Attibele,2.0,1000.0,2.0,1.0,42.0,4200.0
Super built-up  Area,Ready To Move,Attibele,1.0,550.0,1.0,1.0,11.5,2090.909090909091
Built-up  Area,Ready To Move,Attibele,1.0,410.0,1.0,1.0,10.0,2439.0243902439024
Plot  Area,Ready To Move,Attibele,3.0,1700.0,3.0,1.0,65.0,3823.529411764706
Super built-up  Area,Ready To Move,Attibele,1.0,400.0,1.0,1.0,10.25,2562.5
Plot  Area,Ready To Move,Attibele,3.0,1500.0,3.0,2.0,90.0,6000.0
Built-up  Area,Ready To Move,Attibele,1.0,520.0,1.0,1.0,15.0,2884.6153846153848
Carpet  Area,Ready To Move,BTM 2nd Stage,2.0,950.0,2.0,1.0,52.0,5473.684210526316
Built-up  Area,Ready To Move,BTM 2nd Stage,3.0,1850.0,3.0,2.0,170.0,9189.18918918919
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1200.0,2.0,2.0,80.0,6666.666666666667
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1274.0,2.0,2.0,70.0,5494.505494505494
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1070.0,2.0,1.0,48.0,4485.981308411215
Built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1280.0,2.0,2.0,80.0,6250.0
Built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1100.0,2.0,2.0,70.0,6363.636363636364
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1000.0,2.0,2.0,58.0,5800.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1265.0,2.0,2.0,55.0,4347.826086956522
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,965.0,2.0,2.0,56.0,5803.108808290155
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1147.0,2.0,1.0,75.0,6538.7968613775065
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1400.0,2.0,3.0,90.0,6428.571428571428
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1200.0,2.0,2.0,70.0,5833.333333333333
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1100.0,2.0,2.0,47.0,4272.727272727273
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,930.0,2.0,2.0,46.0,4946.236559139785
Super built-up  Area,Ready To Move,BTM Layout,2.0,1150.0,2.0,2.0,63.0,5478.260869565217
Built-up  Area,Ready To Move,BTM Layout,3.0,1450.0,2.0,2.0,81.0,5586.206896551724
Super built-up  Area,Ready To Move,BTM Layout,3.0,1776.0,2.0,3.0,75.0,4222.972972972973
Super built-up  Area,Ready To Move,BTM Layout,3.0,1458.0,3.0,2.0,79.0,5418.38134430727
Built-up  Area,Ready To Move,BTM Layout,2.0,935.0,2.0,1.0,51.5,5508.021390374332
Super built-up  Area,Ready To Move,BTM Layout,2.0,1020.0,2.0,1.0,46.5,4558.823529411765
Super built-up  Area,Ready To Move,BTM Layout,3.0,1600.0,3.0,2.0,112.0,7000.0
Built-up  Area,Ready To Move,BTM Layout,3.0,1300.0,2.0,1.0,75.0,5769.2307692307695
Built-up  Area,Ready To Move,BTM Layout,3.0,1540.0,2.0,2.0,78.0,5064.935064935065
Super built-up  Area,Ready To Move,BTM Layout,1.0,450.0,1.0,1.0,20.0,4444.444444444444
Super built-up  Area,Ready To Move,BTM Layout,2.0,1196.0,2.0,2.0,56.81,4750.0
Super built-up  Area,Ready To Move,BTM Layout,3.0,1470.0,2.0,2.0,99.0,6734.693877551021
Super built-up  Area,Ready To Move,Babusapalaya,3.0,1611.0,2.0,2.0,66.0,4096.83426443203
Super built-up  Area,Ready To Move,Babusapalaya,3.0,1675.0,3.0,3.0,75.0,4477.611940298508
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1141.0,2.0,1.0,46.0,4031.5512708150745
Built-up  Area,Ready To Move,Babusapalaya,2.0,1500.0,2.0,2.0,57.0,3800.0
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1050.0,2.0,3.0,45.0,4285.714285714285
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1141.0,2.0,1.0,45.9,4022.787028921998
Super built-up  Area,Ready To Move,Babusapalaya,3.0,1230.0,3.0,3.0,53.0,4308.943089430894
Built-up  Area,Ready To Move,Babusapalaya,2.0,1105.0,2.0,1.0,40.0,3619.9095022624433
Super built-up  Area,Ready To Move,Babusapalaya,3.0,1410.0,2.0,3.0,65.0,4609.929078014185
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1450.0,2.0,1.0,55.99,3861.379310344827
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1100.0,2.0,2.0,38.0,3454.5454545454545
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1061.0,2.0,1.0,33.84,3189.4439208294066
Super built-up  Area,Under Construction,Babusapalaya,2.0,1061.0,2.0,1.0,38.95,3671.065032987748
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1061.0,2.0,1.0,34.0,3204.5240339302545
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1245.0,2.0,2.0,58.0,4658.634538152611
Super built-up  Area,Ready To Move,Balagere,2.0,1210.0,2.0,1.0,80.9,6685.950413223141
Super built-up  Area,Ready To Move,Balagere,2.0,1210.0,2.0,1.0,72.0,5950.413223140496
Super built-up  Area,Ready To Move,Balagere,2.0,1205.0,2.0,1.0,78.5,6514.522821576764
Super built-up  Area,Under Construction,Balagere,1.0,790.5,1.0,0.0,41.9,5300.44275774826
Super built-up  Area,Under Construction,Balagere,2.0,1020.07,2.0,1.0,68.38,6703.461527150097
Super built-up  Area,Under Construction,Balagere,2.0,1205.47,2.0,1.0,81.0,6719.370867794304
Super built-up  Area,Under Construction,Balagere,2.0,1007.0,2.0,1.0,65.0,6454.816285998014
Super built-up  Area,Under Construction,Balagere,2.0,1210.0,2.0,1.0,74.0,6115.702479338843
Super built-up  Area,Ready To Move,Balagere,2.0,1210.0,2.0,1.0,83.0,6859.504132231405
Built-up  Area,Under Construction,Balagere,1.0,675.0,1.0,1.0,45.0,6666.666666666667
Super built-up  Area,Ready To Move,Balagere,1.0,656.0,1.0,1.0,43.0,6554.878048780488
Super built-up  Area,Under Construction,Balagere,2.0,1012.0,2.0,1.0,64.0,6324.110671936759
Super built-up  Area,Ready To Move,Balagere,2.0,1007.0,2.0,1.0,62.0,6156.901688182721
Built-up  Area,Ready To Move,Balagere,2.0,1007.0,2.0,1.0,67.0,6653.426017874876
Super built-up  Area,Ready To Move,Balagere,2.0,1007.0,2.0,1.0,66.0,6554.121151936445
Super built-up  Area,Under Construction,Balagere,1.0,645.0,1.0,1.0,34.18,5299.224806201551
Super built-up  Area,Under Construction,Balagere,1.0,790.5,1.0,0.0,42.295,5350.411132194813
Super built-up  Area,Under Construction,Balagere,2.0,1012.0,2.0,1.0,65.0,6422.924901185771
Super built-up  Area,Under Construction,Balagere,1.0,656.0,1.0,1.0,38.77,5910.0609756097565
Super built-up  Area,Under Construction,Balagere,1.0,645.0,1.0,1.0,39.0,6046.511627906977
Built-up  Area,Under Construction,Balagere,1.0,645.0,1.0,1.0,41.0,6356.589147286822
Super built-up  Area,Under Construction,Balagere,2.0,1210.0,2.0,1.0,82.0,6776.859504132231
Super built-up  Area,Under Construction,Balagere,1.0,656.0,1.0,1.0,34.77,5300.304878048782
Super built-up  Area,Under Construction,Balagere,2.0,1205.0,2.0,1.0,73.87,6130.290456431535
Super built-up  Area,Under Construction,Balagere,2.0,1012.0,2.0,1.0,70.0,6916.99604743083
Super built-up  Area,Under Construction,Balagere,2.0,1007.0,2.0,1.0,68.0,6752.730883813307
Super built-up  Area,Ready To Move,Balagere,2.0,1205.0,2.0,1.0,79.0,6556.016597510374
Built-up  Area,Ready To Move,Balagere,2.0,1012.0,2.0,1.0,68.0,6719.367588932806
Super built-up  Area,Ready To Move,Banashankari,2.0,1077.0,2.0,2.0,37.64,3494.8932219127205
Super built-up  Area,Under Construction,Banashankari,3.0,1470.0,2.0,1.0,88.64,6029.931972789115
Built-up  Area,Ready To Move,Banashankari,3.0,1300.0,2.0,2.0,75.0,5769.2307692307695
Super built-up  Area,Ready To Move,Banashankari,3.0,1800.0,3.0,2.0,115.0,6388.888888888889
Built-up  Area,Ready To Move,Banashankari,2.0,1125.0,2.0,1.0,63.0,5600.0
Super built-up  Area,Under Construction,Banashankari,2.0,1310.0,2.0,2.0,80.0,6106.8702290076335
Super built-up  Area,Ready To Move,Banashankari,3.0,1900.0,2.0,1.0,170.0,8947.368421052632
Super built-up  Area,Ready To Move,Banashankari,2.0,1260.0,2.0,3.0,75.0,5952.380952380952
Super built-up  Area,Ready To Move,Banashankari,2.0,1170.0,2.0,2.0,46.79,3999.1452991452993
Built-up  Area,Ready To Move,Banashankari,3.0,1350.0,2.0,0.0,83.0,6148.148148148148
Super built-up  Area,Ready To Move,Banashankari,2.0,1330.0,2.0,1.0,78.0,5864.661654135339
Super built-up  Area,Ready To Move,Banashankari,3.0,1400.0,2.0,1.0,78.0,5571.428571428572
Super built-up  Area,Ready To Move,Banashankari,3.0,1700.0,3.0,2.0,125.0,7352.941176470588
