area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Under Construction,Talaghattapura,3.0,1868.0,3.0,2.0,131.0,0.07012847965738758
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,883.0,2.0,1.0,45.0,0.05096262740656852
Plot  Area,Ready To Move,Other,2.0,900.0,2.0,1.0,110.0,0.12222222222222222
Super built-up  Area,Ready To Move,Kogilu,3.0,1664.0,2.0,3.0,73.95,0.04444110576923077
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,2026.0,3.0,2.0,132.0,0.06515301085883514
Super built-up  Area,Ready To Move,Balagere,2.0,1210.0,2.0,1.0,80.9,0.0668595041322314
Plot  Area,Ready To Move,Other,4.0,4111.0,4.0,2.0,250.0,0.06081245439065921
Super built-up  Area,Ready To Move,Kadugodi,3.0,1762.0,3.0,3.0,91.45,0.05190124858115778
Super built-up  Area,Ready To Move,Jigani,3.0,1252.0,3.0,3.0,55.0,0.0439297124600639
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,861.0,2.0,1.0,34.5,0.04006968641114982
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1420.0,2.0,1.0,100.0,0.07042253521126761
Plot  Area,Ready To Move,Other,6.0,1450.0,6.0,0.0,250.0,0.1724137931034483
Built-up  Area,Ready To Move,Electronics City Phase 1,3.0,1490.0,3.0,1.0,78.8,0.05288590604026845
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,46.0,0.04279069767441861
Super built-up  Area,Under Construction,Old Madras Road,3.0,1425.0,2.0,2.0,94.0,0.06596491228070175
Built-up  Area,Ready To Move,Kalena Agrahara,2.0,1200.0,2.0,1.0,40.0,0.03333333333333333
Super built-up  Area,Ready To Move,Kaggadasapura,3.0,1280.0,2.0,2.0,56.0,0.04375
Super built-up  Area,Ready To Move,Other,2.0,1084.0,2.0,2.0,50.0,0.046125461254612546
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,0.025497536945812808
Super built-up  Area,Under Construction,Kanakpura Road,2.0,1017.0,2.0,1.0,51.25,0.05039331366764995
Super built-up  Area,Ready To Move,Haralur Road,2.0,1027.0,2.0,2.0,44.0,0.042843232716650435
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1069.0,2.0,2.0,45.0,0.042095416276894296
Super built-up  Area,Ready To Move,Hebbal,2.0,1349.0,2.0,1.0,98.2,0.07279466271312084
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2.0,1005.0,2.0,1.0,50.0,0.04975124378109453
Super built-up  Area,Ready To Move,Jakkur,2.0,1417.0,2.0,3.0,75.0,0.0529287226534933
Plot  Area,Under Construction,TC Palaya,3.0,1475.0,3.0,1.0,98.0,0.06644067796610169
Carpet  Area,Ready To Move,Other,2.0,950.0,2.0,2.0,47.0,0.049473684210526316
Super built-up  Area,Ready To Move,Other,4.0,2000.0,4.0,0.0,120.0,0.06
Plot  Area,Ready To Move,Giri Nagar,3.0,880.0,3.0,1.0,140.0,0.1590909090909091
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,1863.0,3.0,2.0,104.0,0.055823939881910895
Super built-up  Area,Ready To Move,Singasandra,2.0,1010.0,2.0,1.0,29.5,0.02920792079207921
Super built-up  Area,Ready To Move,Kalena Agrahara,3.0,1425.0,2.0,1.0,70.0,0.04912280701754386
Super built-up  Area,Ready To Move,Vijayanagar,3.0,1450.0,3.0,0.0,100.0,0.06896551724137931
Super built-up  Area,Ready To Move,Kothanur,3.0,1847.0,3.0,2.0,105.0,0.0568489442338928
Super built-up  Area,Ready To Move,AECS Layout,2.0,1100.0,2.0,3.0,45.0,0.04090909090909091
Super built-up  Area,Under Construction,Kanakpura Road,1.0,525.0,1.0,1.0,26.0,0.049523809523809526
Super built-up  Area,Ready To Move,Mallasandra,3.0,1665.0,3.0,2.0,95.0,0.057057057057057055
Super built-up  Area,Ready To Move,Begur,4.0,1664.0,4.0,3.0,65.0,0.0390625
Super built-up  Area,Ready To Move,JP Nagar,3.0,1850.0,3.0,3.0,150.0,0.08108108108108109
Super built-up  Area,Ready To Move,Panathur,2.0,1438.0,2.0,3.0,100.0,0.06954102920723226
Super built-up  Area,Ready To Move,Other,3.0,1560.0,3.0,3.0,115.0,0.07371794871794872
Super built-up  Area,Under Construction,Yelahanka,2.0,1350.0,2.0,1.0,55.55,0.04114814814814815
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1550.0,3.0,3.0,67.0,0.043225806451612905
Super built-up  Area,Under Construction,Malleshpalya,2.0,1140.0,2.0,2.0,46.5,0.04078947368421053
Plot  Area,Ready To Move,Other,5.0,1200.0,5.0,2.0,180.0,0.15
Super built-up  Area,Under Construction,Other,2.0,850.0,2.0,2.0,27.0,0.03176470588235294
Super built-up  Area,Ready To Move,Whitefield,2.0,1280.0,2.0,2.0,75.0,0.05859375
Built-up  Area,Ready To Move,Munnekollal,2.0,1170.0,2.0,2.0,52.0,0.044444444444444446
Super built-up  Area,Ready To Move,Other,2.0,1113.0,2.0,1.0,51.0,0.04582210242587601
Super built-up  Area,Ready To Move,Hennur Road,2.0,1385.0,2.0,1.0,83.09,0.059992779783393506
Super built-up  Area,Under Construction,Electronic City,2.0,1128.0,2.0,1.0,65.0,0.057624113475177305
Plot  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,2.0,128.0,0.10666666666666667
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,3.0,165.0,0.1375
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2390.0,3.0,2.0,415.0,0.17364016736401675
Plot  Area,Ready To Move,Giri Nagar,4.0,2400.0,4.0,1.0,400.0,0.16666666666666666
Super built-up  Area,Ready To Move,Haralur Road,3.0,1464.0,3.0,2.0,56.0,0.03825136612021858
Super built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,2.0,55.0,0.04583333333333333
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,1200.0,2.0,2.0,52.0,0.043333333333333335
Super built-up  Area,Ready To Move,Kaggalipura,3.0,1150.0,2.0,1.0,55.0,0.04782608695652174
Built-up  Area,Ready To Move,Other,3.0,1645.0,3.0,2.0,95.0,0.057750759878419454
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1000.0,2.0,1.0,67.0,0.067
Plot  Area,Ready To Move,Haralur Road,4.0,2650.0,4.0,2.0,198.0,0.07471698113207548
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1192.0,2.0,2.0,74.0,0.06208053691275168
Super built-up  Area,Ready To Move,Ulsoor,3.0,2135.0,3.0,2.0,215.0,0.10070257611241218
Super built-up  Area,Under Construction,Whitefield,2.0,1173.0,2.0,1.0,58.0,0.0494458653026428
Built-up  Area,Ready To Move,Uttarahalli,2.0,1020.0,2.0,2.0,45.0,0.04411764705882353
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,3122.0,6.0,2.0,230.0,0.07367072389493914
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,1600.0,3.0,3.0,64.0,0.04
Plot  Area,Under Construction,Other,2.0,1200.0,2.0,0.0,79.0,0.06583333333333333
Carpet  Area,Ready To Move,Other,2.0,1230.0,2.0,3.0,48.0,0.03902439024390244
Super built-up  Area,Ready To Move,Devarachikkanahalli,2.0,1250.0,2.0,2.0,40.0,0.032
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,1325.0,2.0,2.0,76.0,0.057358490566037736
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1850.0,3.0,1.0,150.0,0.08108108108108109
Super built-up  Area,Under Construction,Kanakpura Road,1.0,525.0,2.0,2.0,21.53,0.041009523809523815
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,1200.0,2.0,2.0,65.0,0.05416666666666667
Plot  Area,Ready To Move,Other,3.0,1350.0,2.0,0.0,140.0,0.1037037037037037
Super built-up  Area,Under Construction,Bommasandra,3.0,1260.0,3.0,1.0,49.36,0.039174603174603174
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,0.0,150.0,0.08333333333333333
Plot  Area,Under Construction,Other,3.0,11.0,3.0,2.0,74.0,6.7272727272727275
Built-up  Area,Ready To Move,Ardendale,2.0,1100.0,2.0,1.0,43.25,0.03931818181818182
Super built-up  Area,Ready To Move,Harlur,2.0,1508.0,2.0,1.0,77.0,0.05106100795755968
Carpet  Area,Ready To Move,Other,3.0,1592.0,3.0,2.0,75.0,0.0471105527638191
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1388.0,2.0,3.0,57.0,0.04106628242074928
Super built-up  Area,Under Construction,Electronic City Phase II,1.0,630.0,1.0,1.0,28.35,0.045000000000000005
Plot  Area,Ready To Move,Other,3.0,2000.0,3.0,2.0,365.0,0.1825
Super built-up  Area,Ready To Move,Other,3.0,1762.0,3.0,1.0,125.0,0.07094211123723042
Super built-up  Area,Under Construction,Other,2.0,950.0,2.0,2.0,50.0,0.05263157894736842
Super built-up  Area,Ready To Move,Kodihalli,4.0,3252.0,5.0,3.0,335.0,0.10301353013530136
Super built-up  Area,Under Construction,Magadi Road,2.0,1116.0,2.0,1.0,50.0,0.044802867383512544
Super built-up  Area,Ready To Move,Other,2.0,1308.0,2.0,2.0,89.04,0.06807339449541285
Super built-up  Area,Ready To Move,Other,3.0,1200.0,3.0,0.0,90.0,0.075
Plot  Area,Ready To Move,Other,4.0,1500.0,4.0,2.0,230.0,0.15333333333333332
Built-up  Area,Ready To Move,Bannerghatta Road,1.0,500.0,1.0,1.0,18.5,0.037
Super built-up  Area,Ready To Move,Hennur,2.0,1075.0,2.0,1.0,52.0,0.04837209302325581
Super built-up  Area,Under Construction,Chandapura,1.0,530.0,1.0,0.0,11.66,0.022
Built-up  Area,Ready To Move,Bellandur,2.0,1205.0,2.0,3.0,66.0,0.054771784232365145
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1075.0,2.0,2.0,60.0,0.05581395348837209
Built-up  Area,Ready To Move,KR Puram,2.0,930.0,2.0,2.0,39.0,0.041935483870967745
Super built-up  Area,Ready To Move,Balagere,2.0,1380.0,2.0,1.0,60.0,0.043478260869565216
Super built-up  Area,Ready To Move,Hebbal,4.0,2483.0,5.0,2.0,212.0,0.08538058799838905
Built-up  Area,Ready To Move,Kodigehaali,2.0,1166.0,2.0,2.0,55.0,0.04716981132075472
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1050.0,2.0,1.0,65.0,0.06190476190476191
Super built-up  Area,Under Construction,Other,3.0,2023.71,3.0,2.0,275.0,0.13588903548433323
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,46.8,0.039
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,1600.0,2.0,1.0,108.0,0.0675
Super built-up  Area,Ready To Move,Billekahalli,3.0,1935.0,3.0,2.0,110.0,0.056847545219638244
Super built-up  Area,Under Construction,8th Phase JP Nagar,1.0,451.0,1.0,0.0,29.9,0.06629711751662971
Super built-up  Area,Ready To Move,Electronic City,3.0,1800.0,3.0,2.0,95.0,0.05277777777777778
Super built-up  Area,Under Construction,Jalahalli,3.0,1400.0,3.0,0.0,77.0,0.055
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1801.0,3.0,2.0,115.0,0.06385341476957246
Built-up  Area,Ready To Move,Mahadevpura,2.0,1451.0,2.0,2.0,90.0,0.06202618883528601
Plot  Area,Under Construction,Anekal,2.0,1200.0,1.0,1.0,36.0,0.03
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,44.0,0.03793103448275862
Built-up  Area,Ready To Move,Kengeri,2.0,1000.0,2.0,1.0,25.0,0.025
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,950.0,2.0,1.0,40.0,0.042105263157894736
Built-up  Area,Under Construction,Other,3.0,1629.0,3.0,2.0,79.0,0.048496009821976674
Built-up  Area,Ready To Move,Vijayanagar,3.0,1580.0,2.0,0.0,134.0,0.08481012658227848
Super built-up  Area,Under Construction,Vijayanagar,3.0,1826.0,3.0,2.0,121.0,0.06626506024096386
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1245.0,2.0,1.0,94.0,0.07550200803212852
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1145.0,2.0,2.0,45.79,0.03999126637554585
Super built-up  Area,Ready To Move,Sompura,2.0,825.0,2.0,1.0,33.0,0.04
Super built-up  Area,Under Construction,Yeshwanthpur,3.0,1693.0,3.0,3.0,108.0,0.0637920850561134
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1113.27,2.0,2.0,53.0,0.047607498630161595
Built-up  Area,Ready To Move,Other,2.0,1460.0,2.0,1.0,58.0,0.03972602739726028
Built-up  Area,Ready To Move,Doddathoguru,2.0,1050.0,2.0,1.0,32.0,0.030476190476190476
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,1260.0,2.0,2.0,55.0,0.04365079365079365
Super built-up  Area,Ready To Move,Other,6.0,700.0,3.0,2.0,120.0,0.17142857142857143
Built-up  Area,Ready To Move,Hosur Road,2.0,1656.0,2.0,1.0,120.0,0.07246376811594203
Super built-up  Area,Ready To Move,Chandapura,3.0,1208.0,3.0,1.0,45.0,0.037251655629139076
Super built-up  Area,Ready To Move,Whitefield,3.0,1910.0,3.0,2.0,161.0,0.08429319371727749
Super built-up  Area,Ready To Move,Whitefield,4.0,3252.0,4.0,1.0,230.0,0.07072570725707257
Plot  Area,Ready To Move,Battarahalli,2.0,1200.0,2.0,1.0,65.0,0.05416666666666667
Super built-up  Area,Ready To Move,Other,4.0,1200.0,4.0,1.0,175.0,0.14583333333333334
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1175.0,2.0,1.0,82.0,0.06978723404255319
Plot  Area,Ready To Move,Other,2.0,1000.0,2.0,0.0,165.0,0.165
Plot  Area,Ready To Move,Bannerghatta Road,4.0,1200.0,2.0,0.0,125.0,0.10416666666666667
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2390.0,3.0,2.0,410.0,0.17154811715481172
Super built-up  Area,Under Construction,Rajaji Nagar,7.0,12000.0,6.0,3.0,2200.0,0.18333333333333332
Plot  Area,Ready To Move,Sultan Palaya,2.0,550.0,1.0,1.0,62.0,0.11272727272727273
Super built-up  Area,Ready To Move,Kengeri,1.0,1280.0,1.0,0.0,18.5,0.014453125
Super built-up  Area,Ready To Move,Other,2.0,1185.0,2.0,2.0,38.0,0.032067510548523206
Super built-up  Area,Ready To Move,Kengeri,2.0,750.0,2.0,1.0,38.0,0.050666666666666665
Plot  Area,Ready To Move,Mahalakshmi Layout,6.0,1200.0,7.0,3.0,250.0,0.20833333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1550.0,3.0,3.0,64.5,0.04161290322580645
Built-up  Area,Ready To Move,Other,3.0,1760.0,3.0,2.0,88.0,0.05
Super built-up  Area,Ready To Move,Billekahalli,2.0,1125.0,2.0,2.0,62.0,0.05511111111111111
Plot  Area,Ready To Move,Nagarbhavi,3.0,1350.0,3.0,2.0,150.0,0.1111111111111111
Plot  Area,Under Construction,Anandapura,2.0,1000.0,2.0,1.0,55.0,0.055
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1090.0,2.0,2.0,31.48,0.028880733944954128
Plot  Area,Ready To Move,TC Palaya,2.0,1200.0,2.0,0.0,60.0,0.05
Super built-up  Area,Ready To Move,Budigere,3.0,1991.0,4.0,2.0,103.0,0.05173279758915118
Super built-up  Area,Under Construction,Bommasandra,2.0,1060.0,2.0,1.0,26.5,0.025
Super built-up  Area,Ready To Move,Ambalipura,2.0,1105.0,2.0,1.0,75.0,0.06787330316742081
Built-up  Area,Ready To Move,Hoodi,2.0,985.0,2.0,2.0,67.0,0.06802030456852792
Plot  Area,Ready To Move,Chandapura,6.0,1533.0,5.0,3.0,85.0,0.055446836268754074
Super built-up  Area,Under Construction,Balagere,3.0,1590.0,3.0,2.0,79.0,0.04968553459119497
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1120.0,2.0,2.0,55.0,0.049107142857142856
Super built-up  Area,Ready To Move,Other,2.0,1069.0,2.0,1.0,55.0,0.05144995322731525
Super built-up  Area,Ready To Move,Marathahalli,3.0,1933.0,3.0,2.0,140.0,0.07242628039317124
Built-up  Area,Under Construction,Hosur Road,2.0,1194.0,2.0,0.0,69.0,0.05778894472361809
Super built-up  Area,Ready To Move,Brookefield,2.0,1150.0,2.0,3.0,69.0,0.06
Super built-up  Area,Ready To Move,Yelenahalli,2.0,1240.0,2.0,2.0,47.12,0.038
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1419.0,2.0,2.0,48.1,0.03389711064129669
Plot  Area,Ready To Move,7th Phase JP Nagar,8.0,1200.0,8.0,2.0,250.0,0.20833333333333334
Super built-up  Area,Ready To Move,Other,3.0,2150.0,4.0,2.0,240.0,0.11162790697674418
Super built-up  Area,Ready To Move,Other,3.0,1450.0,3.0,2.0,55.0,0.03793103448275862
Super built-up  Area,Under Construction,Other,3.0,1630.0,3.0,2.0,68.29,0.0418957055214724
Super built-up  Area,Ready To Move,Dasanapura,2.0,708.0,1.0,1.0,40.0,0.05649717514124294
Plot  Area,Ready To Move,Kasavanhalli,3.0,1000.0,4.0,3.0,110.0,0.11
Plot  Area,Ready To Move,Whitefield,4.0,11890.0,4.0,3.0,700.0,0.05887300252312868
Super built-up  Area,Ready To Move,Bellandur,2.0,1250.0,2.0,1.0,76.0,0.0608
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1400.0,2.0,1.0,95.0,0.06785714285714285
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1670.0,2.0,3.0,57.0,0.03413173652694611
Super built-up  Area,Ready To Move,Ardendale,3.0,1750.0,3.0,2.0,100.0,0.05714285714285714
Super built-up  Area,Ready To Move,Vittasandra,2.0,1404.0,2.0,1.0,71.0,0.05056980056980057
Super built-up  Area,Ready To Move,Hoodi,3.0,1715.0,2.0,2.0,95.0,0.05539358600583091
Built-up  Area,Under Construction,Electronic City,1.0,630.0,1.0,1.0,34.65,0.055
Super built-up  Area,Ready To Move,Harlur,3.0,1752.12,3.0,2.0,135.0,0.07704951715635916
Super built-up  Area,Ready To Move,Hulimavu,3.0,1650.0,3.0,2.0,78.0,0.04727272727272727
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1295.0,2.0,1.0,55.47,0.042833976833976835
Plot  Area,Ready To Move,Giri Nagar,3.0,1800.0,3.0,2.0,252.0,0.14
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1346.0,2.0,1.0,74.03,0.055
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,2.0,200.0,0.16666666666666666
Super built-up  Area,Ready To Move,Hormavu,2.0,1150.0,2.0,2.0,55.0,0.04782608695652174
Built-up  Area,Ready To Move,Other,4.0,3309.0,4.0,3.0,325.0,0.09821698398307646
Super built-up  Area,Under Construction,Chandapura,3.0,1190.0,2.0,2.0,30.35,0.02550420168067227
Super built-up  Area,Ready To Move,AECS Layout,3.0,1620.0,3.0,2.0,98.0,0.06049382716049383
Super built-up  Area,Under Construction,Marathahalli,2.0,950.0,2.0,1.0,46.96,0.049431578947368424
Super built-up  Area,Ready To Move,Other,11.0,5000.0,9.0,3.0,360.0,0.072
Super built-up  Area,Ready To Move,Harlur,3.0,2450.0,3.0,0.0,120.0,0.04897959183673469
Super built-up  Area,Under Construction,Electronic City Phase II,3.0,1220.0,2.0,1.0,35.23,0.028877049180327866
Super built-up  Area,Ready To Move,Other,2.0,850.0,2.0,1.0,30.0,0.03529411764705882
Built-up  Area,Ready To Move,Padmanabhanagar,2.0,1020.0,2.0,2.0,63.0,0.061764705882352944
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1100.0,2.0,2.0,50.0,0.045454545454545456
Super built-up  Area,Ready To Move,Other,2.0,1150.0,2.0,2.0,126.0,0.10956521739130434
Super built-up  Area,Under Construction,Hebbal,3.0,1760.0,2.0,2.0,130.0,0.07386363636363637
Super built-up  Area,Ready To Move,Ambalipura,3.0,1800.0,3.0,3.0,110.0,0.06111111111111111
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1070.0,2.0,1.0,54.0,0.05046728971962617
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4.0,1500.0,4.0,2.0,220.0,0.14666666666666667
Plot  Area,Ready To Move,Vidyaranyapura,2.0,1440.0,2.0,0.0,95.0,0.06597222222222222
Super built-up  Area,Ready To Move,Amruthahalli,2.0,900.0,2.0,1.0,40.0,0.044444444444444446
Built-up  Area,Ready To Move,Other,4.0,1200.0,4.0,1.0,230.0,0.19166666666666668
Super built-up  Area,Under Construction,Whitefield,2.0,1130.0,2.0,1.0,42.16,0.03730973451327433
Super built-up  Area,Ready To Move,Koramangala,2.0,1320.0,2.0,1.0,165.0,0.125
Super built-up  Area,Under Construction,Kodigehalli,2.0,1270.0,2.0,1.0,98.0,0.07716535433070866
Built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,62.0,0.051666666666666666
Super built-up  Area,Ready To Move,Other,4.0,4800.0,4.0,2.0,235.0,0.04895833333333333
Super built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,74.0,0.06166666666666667
Super built-up  Area,Ready To Move,Subramanyapura,2.0,929.0,2.0,0.0,50.17,0.05400430570505921
Built-up  Area,Ready To Move,Other,4.0,1150.0,4.0,2.0,260.0,0.22608695652173913
Plot  Area,Ready To Move,Basavangudi,4.0,1125.0,4.0,3.0,180.0,0.16
Plot  Area,Ready To Move,Kenchenahalli,5.0,500.0,3.0,2.0,65.0,0.13
Plot  Area,Ready To Move,Other,5.0,1200.0,5.0,2.0,190.0,0.15833333333333333
Super built-up  Area,Ready To Move,Other,3.0,1464.0,3.0,2.0,56.0,0.03825136612021858
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4.0,3600.0,4.0,3.0,400.0,0.1111111111111111
Plot  Area,Ready To Move,Other,4.0,2000.0,4.0,2.0,99.0,0.0495
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1208.0,2.0,1.0,49.0,0.04056291390728477
Super built-up  Area,Ready To Move,Hebbal Kempapura,2.0,1130.0,2.0,2.0,60.0,0.05309734513274336
Super built-up  Area,Ready To Move,Other,3.0,1753.0,3.0,2.0,120.0,0.06845407872219053
Super built-up  Area,Ready To Move,Old Madras Road,5.0,4500.0,7.0,3.0,337.0,0.0748888888888889
Plot  Area,Ready To Move,Banjara Layout,3.0,600.0,3.0,2.0,58.0,0.09666666666666666
Super built-up  Area,Under Construction,Hoodi,2.0,1196.0,2.0,2.0,94.42,0.07894648829431439
Built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1150.0,3.0,3.0,52.5,0.04565217391304348
Super built-up  Area,Under Construction,Electronic City,2.0,1128.0,2.0,1.0,63.0,0.05585106382978723
Super built-up  Area,Ready To Move,Other,2.0,1000.0,2.0,1.0,53.0,0.053
Super built-up  Area,Ready To Move,Yelahanka,2.0,1035.0,2.0,1.0,45.0,0.043478260869565216
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,950.0,2.0,1.0,32.0,0.03368421052631579
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,36.0,0.03348837209302326
Super built-up  Area,Ready To Move,Whitefield,2.0,1040.0,2.0,1.0,48.5,0.046634615384615385
Plot  Area,Under Construction,Other,2.0,720.0,2.0,1.0,45.0,0.0625
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1511.0,3.0,1.0,95.0,0.0628722700198544
Built-up  Area,Ready To Move,Other,3.0,1300.0,3.0,1.0,58.0,0.04461538461538461
Super built-up  Area,Under Construction,Hoodi,3.0,1545.0,3.0,1.0,68.75,0.04449838187702265
Built-up  Area,Ready To Move,Shampura,1.0,375.0,2.0,0.0,26.0,0.06933333333333333
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,1062.0,2.0,3.0,38.0,0.035781544256120526
Super built-up  Area,Ready To Move,Other,2.0,1115.0,2.0,1.0,40.0,0.03587443946188341
Super built-up  Area,Ready To Move,JP Nagar,2.0,1000.0,2.0,1.0,35.0,0.035
Super built-up  Area,Under Construction,Kambipura,2.0,883.0,2.0,1.0,45.0,0.05096262740656852
Super built-up  Area,Under Construction,Sarjapur  Road,2.0,1195.0,2.0,1.0,70.0,0.058577405857740586
Plot  Area,Ready To Move,Other,4.0,1200.0,3.0,1.0,165.0,0.1375
Built-up  Area,Ready To Move,Other,1.0,700.0,1.0,0.0,41.0,0.05857142857142857
Super built-up  Area,Ready To Move,Vittasandra,2.0,1246.0,2.0,1.0,67.0,0.05377207062600321
Plot  Area,Ready To Move,8th Phase JP Nagar,4.0,660.0,4.0,2.0,90.0,0.13636363636363635
Plot  Area,Ready To Move,Banashankari Stage III,4.0,8500.0,4.0,2.0,145.0,0.017058823529411765
